epoch,train_loss,train_auroc,val_loss,val_auroc,elapsed_s
0,1.1034603017968492,0.5550492610837439,0.6680667161941528,0.6710526315789475,6.3
1,0.7195623080951338,0.5863095238095237,0.7086986660957336,0.6569548872180451,5.3
2,0.6991940034083284,0.6310755336617405,0.621821129322052,0.6810776942355891,5.2
3,0.6463397756552163,0.680623973727422,0.6773647785186767,0.6660401002506265,5.2
4,0.6438171067557776,0.6807060755336617,0.6269310235977172,0.6942355889724311,5.2
5,0.6380885302449186,0.7101190476190475,0.6156932353973389,0.7005012531328322,5.1
6,0.6292558479994631,0.7326765188834155,0.6222207903861999,0.7387218045112782,5.1
7,0.6445508504066223,0.6878694581280788,0.6377585172653198,0.7199248120300752,5.2
8,0.6338030427408675,0.6929597701149424,0.6218809008598327,0.7274436090225564,5.2
9,0.5997457559497211,0.7454844006568144,0.598119592666626,0.7449874686716793,5.2
10,0.5738924056196365,0.7672824302134647,0.5998885154724121,0.7976190476190476,5.1
11,0.585035858634181,0.7670361247947455,0.5671782970428467,0.7719298245614035,5.2
12,0.5473204498854689,0.802524630541872,0.5833201766014099,0.8038847117794486,5.1
13,0.5933474096627281,0.7676313628899837,0.5884243249893188,0.8220551378446115,5.1
14,0.5381915945405016,0.8265804597701151,0.5167400002479553,0.837719298245614,5.0
15,0.5340173762446394,0.8145730706075534,0.6853981733322143,0.7951127819548872,5.1
16,0.5107826090658816,0.8276477832512315,0.4881994366645813,0.8358395989974937,5.1
17,0.46520331473396226,0.8651888341543514,0.5797075867652893,0.8377192982456141,5.2
18,0.4421103391974879,0.878427750410509,0.5373330950737,0.8461779448621554,5.1
19,0.4704762999051676,0.8588054187192119,0.5316024661064148,0.825187969924812,5.1
20,0.4543125469463702,0.8730911330049262,0.575308358669281,0.8214285714285715,5.3
21,0.45686526706043523,0.8691091954022989,0.5231005668640136,0.8471177944862156,5.2
22,0.41312620291313806,0.8945402298850574,0.7545365452766418,0.8345864661654135,5.2
23,0.45267774797856997,0.8665435139573071,0.5905395150184631,0.837092731829574,5.1
24,0.3893617254476578,0.9087027914614122,0.6452036380767823,0.8427318295739349,5.3
25,0.386691069260192,0.9048850574712644,0.6024179816246032,0.8546365914786967,5.3
26,0.3549883063799276,0.922865353037767,0.7068914890289306,0.8395989974937343,5.1
27,0.404193552633444,0.8975779967159279,0.6340164422988892,0.8258145363408521,5.1
28,0.4484046849008566,0.8740968801313629,0.6682633399963379,0.8474310776942355,5.1
29,0.358634880461251,0.9332512315270937,0.5846636056900024,0.8352130325814536,5.2
30,0.3781442316576315,0.9171592775041051,1.0078310012817382,0.8565162907268171,5.2
31,0.3803634578808428,0.9088464696223317,0.5959734201431275,0.8515037593984962,5.1
32,0.31083446322157743,0.9426108374384236,0.7482051372528076,0.8546365914786966,5.1
33,0.35716508809750835,0.9209359605911329,0.7037103593349456,0.8703007518796992,5.2
34,0.31804355769492565,0.939408866995074,0.5956357598304749,0.8389724310776941,5.2
35,0.2853662127884813,0.9537356321839081,0.6544127464294434,0.8677944862155389,5.1
36,0.30244630137190653,0.9482758620689655,1.196581280231476,0.8483709273182958,5.3
37,0.3656801029135244,0.9217364532019705,0.7115575909614563,0.8339598997493733,5.3
38,0.3405106653230259,0.9325944170771757,0.5642992556095123,0.8521303258145363,5.1
39,0.2918238974988651,0.9537356321839081,0.647079199552536,0.8414786967418546,5.2
40,0.26735507299343997,0.9563218390804598,0.8125893115997315,0.8665413533834586,5.2
41,0.28104993196341177,0.9513957307060756,0.9154465794563293,0.8665413533834586,5.3
42,0.276204664676715,0.9538177339901478,0.6016228795051575,0.8577694235588973,5.3
43,0.24480297675909707,0.967159277504105,0.7687262117862701,0.87531328320802,5.2
44,0.30126455207221425,0.9454022988505747,0.6363948285579681,0.8740601503759399,5.2
45,0.25802776360283264,0.9619868637110016,0.8363223195075988,0.87406015037594,5.1
46,0.26527170270395733,0.9577586206896551,0.7340963244438171,0.8709273182957393,5.3
47,0.2194848217236729,0.9724137931034483,0.7632068634033203,0.87468671679198,5.2
48,0.21742747128961948,0.9727011494252873,1.002170443534851,0.8521303258145363,5.2
49,0.2198189852146295,0.9715927750410509,0.7968630075454712,0.8521303258145364,5.2
50,0.22451387122035407,0.970607553366174,1.3089897513389588,0.8483709273182958,5.3
51,0.26828177411335347,0.9551929392446634,1.2620082139968871,0.8609022556390978,5.1
52,0.23973467612799745,0.9666256157635468,0.6327708601951599,0.868421052631579,5.4
53,0.23358160076430812,0.9677339901477833,0.9216710269451142,0.8540100250626566,5.4
