epoch,train_loss,train_auroc,val_loss,val_auroc,elapsed_s
0,0.74940224939261,0.5250821018062397,0.678233528137207,0.6588345864661654,1.1
1,0.6830960070363249,0.6294950738916256,0.7867348432540894,0.6644736842105262,0.7
2,0.6772059868699827,0.5995894909688013,0.649780535697937,0.7139724310776943,0.7
3,0.6617251676492417,0.6528530377668309,0.7257429599761963,0.6967418546365916,0.6
4,0.6468718752693444,0.6696428571428572,0.6322924613952636,0.6898496240601504,0.7
5,0.6276137851678525,0.7085180623973728,0.6432870507240296,0.6898496240601503,0.7
6,0.6171349770725726,0.7136288998357965,0.6030664801597595,0.7186716791979949,0.7
7,0.618289055725256,0.714347290640394,0.6320981383323669,0.7506265664160402,0.7
8,0.5992609281509448,0.7389162561576355,0.6961570382118225,0.7073934837092732,0.7
9,0.5930252699806287,0.7538177339901478,0.6639312982559205,0.7083333333333333,0.6
10,0.5829001946952015,0.7714490968801314,0.5933696031570435,0.7506265664160401,0.7
11,0.5770661318644928,0.7713875205254516,0.6368107795715332,0.768170426065163,0.7
12,0.6265538641439078,0.704967159277504,0.7388401746749877,0.7662907268170426,0.7
13,0.5785781868730491,0.7681239737274219,0.5830998420715332,0.768796992481203,0.7
14,0.555872845383117,0.799055829228243,0.6016508579254151,0.763157894736842,0.7
15,0.5890542137356231,0.7495689655172415,0.5709046602249146,0.7926065162907268,0.7
16,0.5466361594276307,0.805316091954023,0.7557025671005249,0.7324561403508772,0.7
17,0.5135939074590945,0.8293103448275863,0.5657183647155761,0.7907268170426065,0.7
18,0.5498435091667663,0.8064039408866995,1.1272973537445068,0.7443609022556391,0.6
19,0.5723212770760631,0.7807266009852216,0.5737008810043335,0.8157894736842105,0.7
20,0.5636042765915965,0.7910919540229886,0.5528515219688416,0.8157894736842106,0.7
21,0.5238834339589737,0.8284277504105091,0.5244356989860535,0.8233082706766918,0.7
22,0.4858830049395942,0.8529556650246306,0.5995898962020874,0.8558897243107769,0.7
23,0.5276680636329772,0.8122331691297209,0.518770408630371,0.8308270676691729,0.7
24,0.489688498334001,0.8523809523809525,0.5976327657699585,0.8314536340852131,0.7
25,0.4478920677218574,0.8783661740558291,0.5369006752967834,0.8289473684210527,0.7
26,0.5495755398235382,0.811268472906404,0.7457520008087158,0.7271303258145363,0.7
27,0.4929080352234764,0.8422824302134646,0.9411051988601684,0.7556390977443609,0.7
28,0.5484707542120839,0.7974137931034483,0.5056843519210815,0.8402255639097744,0.7
29,0.5218053212561927,0.8194786535303777,0.6611078977584839,0.8076441102756892,0.7
30,0.46292485377659054,0.8719211822660099,0.5373059153556824,0.8621553884711779,0.7
31,0.4200683492250717,0.8915435139573071,0.5243546009063721,0.8402255639097744,0.7
32,0.4903559679040513,0.8548440065681445,0.6537736177444458,0.7355889724310778,0.7
33,0.5134664507338795,0.8245894909688013,0.45660661458969115,0.8771929824561403,0.7
34,0.45472521875232175,0.8693760262725779,0.5009541988372803,0.8533834586466165,0.7
35,0.4433858947822461,0.8795566502463054,0.5442900061607361,0.8208020050125313,0.7
36,0.4341505155586206,0.8782430213464697,0.4887457251548767,0.8740601503759399,0.7
37,0.43504267702468286,0.8782019704433498,0.40513489246368406,0.900375939849624,0.7
38,0.4336124814737338,0.8797619047619047,0.4301513314247131,0.8947368421052633,0.7
39,0.3893973944476618,0.905623973727422,0.5298365712165832,0.8345864661654134,0.7
40,0.41962562868008596,0.8908661740558292,0.5044363617897034,0.8822055137844612,0.7
41,0.4048282774492575,0.8996100164203612,0.5306888341903686,0.8464912280701754,0.7
42,0.40876844734810414,0.9044950738916256,0.6037143468856812,0.8383458646616542,0.7
43,0.3996511153138865,0.9042282430213464,0.9864989042282104,0.8515037593984963,0.7
44,0.3800781553450484,0.9117816091954023,0.6985413312911988,0.8095238095238095,0.6
45,0.39794888073643936,0.9005747126436783,0.4839043617248535,0.8765664160401003,0.7
46,0.37335327391426404,0.9151477832512315,0.4961917281150818,0.849624060150376,0.7
47,0.3520750359605296,0.9247536945812808,0.4900848388671875,0.8483709273182957,0.7
