epoch,train_loss,train_auroc,val_loss,val_auroc,elapsed_s
0,0.7362883024322339,0.5530582922824302,0.6480098485946655,0.6854636591478697,1.1
1,0.6875663765322286,0.6009852216748768,0.7108005881309509,0.5977443609022556,0.7
2,0.7057399844970947,0.5541256157635468,0.6530357122421264,0.6735588972431077,0.6
3,0.7076795436322879,0.5503694581280788,0.679430878162384,0.6716791979949875,0.7
4,0.6963240717546627,0.579371921182266,0.6445244550704956,0.6842105263157894,0.7
5,0.6840220516482101,0.6053776683087028,0.6569408655166626,0.668546365914787,0.7
6,0.6603230891136316,0.6405993431855501,0.6454762101173401,0.7117794486215538,0.7
7,0.6652508218067522,0.6342569786535304,0.658571994304657,0.6817042606516291,0.7
8,0.6572523753102214,0.6605090311986863,0.6182259678840637,0.7142857142857143,0.6
9,0.6586953946195853,0.6642241379310345,0.6232714414596557,0.7042606516290727,0.6
10,0.6466955407358967,0.6780582922824303,0.6190596103668213,0.7199248120300752,0.7
11,0.6604205823173157,0.6472701149425287,0.6375529289245605,0.693609022556391,0.7
12,0.6616361851509387,0.6523399014778325,0.6164119839668274,0.7098997493734336,0.7
13,0.6553749666808132,0.6542487684729065,0.6088958978652954,0.738095238095238,0.7
14,0.646658229942139,0.6711412151067324,0.6230159878730774,0.7368421052631579,0.7
15,0.6495176866031683,0.6542898193760263,0.6216720819473267,0.7268170426065164,0.6
16,0.6642993766659746,0.6228858784893269,0.6187222242355347,0.7255639097744361,0.7
17,0.633224646694744,0.7060755336617406,0.6189687967300415,0.7149122807017545,0.7
18,0.6632590170104664,0.6564655172413794,0.6214405655860901,0.7155388471177945,0.7
19,0.646763705788329,0.6782635467980296,0.6154431581497193,0.7525062656641605,0.7
20,0.6208072163807318,0.7165229885057471,0.6335991263389588,0.7042606516290726,0.7
21,0.6274944094423288,0.7054802955665025,0.6122005581855774,0.7399749373433584,0.7
22,0.6375241599524745,0.6989326765188834,0.610991370677948,0.7236842105263158,0.7
23,0.6231433735868801,0.6970648604269294,0.6188198208808899,0.7142857142857142,0.7
24,0.6322603659888807,0.6935550082101807,0.6263643145561218,0.7205513784461153,0.7
25,0.6203761553992859,0.7046387520525451,0.6842746496200561,0.6578947368421053,0.7
26,0.6220338213177153,0.7178160919540231,0.661711859703064,0.7174185463659147,0.7
27,0.626562972228748,0.7181239737274221,0.6966575026512146,0.674812030075188,0.6
28,0.6379712052619495,0.6676929392446633,0.6237520575523376,0.7261904761904763,0.7
29,0.60494709471925,0.7304187192118228,0.6573864340782165,0.7343358395989975,0.7
